iteration,dA_loss1,dA_loss2,dB_loss1,dB_loss2,g_loss1,g_loss2
5750,0.2732580304145813,0.02115788124501705,0.1281321793794632,0.11664555966854095,6.142343997955322,5.226114273071289
6000,0.027767062187194824,0.014873046427965164,0.02379790134727955,0.04654315486550331,1.735414743423462,2.4583683013916016
6250,0.09352530539035797,0.03430206701159477,0.2391543686389923,0.2140541672706604,4.597135066986084,3.716463327407837
6500,0.06512118130922318,0.040907423943281174,0.06762640178203583,0.08880893886089325,1.8089466094970703,2.3811357021331787
6750,0.4610605537891388,0.22542370855808258,0.13961926102638245,0.07795309275388718,2.131596565246582,3.40055251121521
7000,0.008519401773810387,0.07063259184360504,0.04950017109513283,0.05239051207900047,2.03621244430542,2.2323689460754395
7250,0.17860758304595947,0.05607166886329651,0.12146548181772232,0.1282268613576889,1.9790922403335571,3.1818647384643555
7500,0.019031045958399773,0.02568189986050129,0.1412072479724884,0.14322568476200104,2.1999573707580566,2.517348051071167
7750,0.06860915571451187,0.038893215358257294,0.2837652266025543,0.12734408676624298,1.5636835098266602,1.8467365503311157
8000,0.06513528525829315,0.02062465436756611,0.32086312770843506,0.02800118923187256,2.625664710998535,2.8857200145721436
8250,0.0770576223731041,0.026280628517270088,0.1331048458814621,0.09781749546527863,2.1600210666656494,3.0663235187530518
8500,0.08396148681640625,0.02809824049472809,0.050125882029533386,0.03089963272213936,2.024202585220337,2.7073614597320557
8750,0.01756294071674347,0.13154765963554382,0.050068192183971405,0.028835423290729523,2.5277626514434814,2.2083730697631836
9000,0.030422789976000786,0.00712906289845705,0.02214963361620903,0.0882488489151001,1.9012386798858643,2.582918643951416
9250,0.08640241622924805,0.046449385583400726,0.08135944604873657,0.10956203192472458,2.2040762901306152,2.4190421104431152
9500,0.06456107646226883,0.019408758729696274,0.13162097334861755,0.030906012281775475,1.96853768825531,2.315476417541504
9750,0.02905506268143654,0.0713512971997261,0.08745831251144409,0.12616731226444244,1.7548562288284302,2.0839715003967285
10000,0.01572500169277191,0.017518412321805954,0.040663592517375946,0.13076037168502808,2.0155296325683594,2.0215883255004883
10250,0.04350900650024414,0.007962923496961594,0.042351387441158295,0.024113260209560394,2.5368337631225586,2.56884503364563
10500,0.21734610199928284,0.057860929518938065,0.0450415313243866,0.03373011574149132,2.1830806732177734,2.521571397781372
10750,0.05587322264909744,0.017239872366189957,0.0653587281703949,0.02609897032380104,2.6511833667755127,2.9378719329833984
11000,0.011706652119755745,0.11040548235177994,0.029668081551790237,0.0289707463234663,2.684415817260742,2.2950327396392822
11250,0.01393100619316101,0.012453609146177769,0.0795745849609375,0.03945496305823326,2.615697145462036,3.2455434799194336
11500,0.10306259244680405,0.01921217329800129,0.07480800151824951,0.07573093473911285,1.7190897464752197,2.6252543926239014
11750,0.042675361037254333,0.027461258694529533,0.0744895339012146,0.11689937859773636,2.1710703372955322,2.1623406410217285
12000,0.025755859911441803,0.029534950852394104,0.015863072127103806,0.03691340610384941,2.6970372200012207,3.279003858566284
12250,0.03959469497203827,0.02760837785899639,0.10819834470748901,0.05143857002258301,2.3981826305389404,2.594294786453247
12500,0.017427051439881325,0.07323597371578217,0.18133610486984253,0.09365233033895493,1.8409643173217773,1.9945425987243652
12750,0.01418559905141592,0.014248386956751347,0.026339296251535416,0.04481709003448486,2.342374801635742,2.3621182441711426
13000,0.29653292894363403,0.11453144252300262,0.037082113325595856,0.017415789887309074,2.0719616413116455,3.1291232109069824
13250,0.11585034430027008,0.025810668244957924,0.06339265406131744,0.12066919356584549,2.248090982437134,3.185098171234131
13500,0.06172449141740799,0.011796507053077221,0.007799074985086918,0.10719354450702667,1.3910853862762451,2.1434221267700195
13750,0.06372345983982086,0.03557746484875679,0.016455242410302162,0.013329536654055119,2.080483913421631,2.4479141235351562
14000,0.07102034986019135,0.1694399118423462,0.11951954662799835,0.03376263007521629,2.1273717880249023,2.2187600135803223
14250,0.00790973100811243,0.02111453376710415,0.06585385650396347,0.011579949408769608,1.7733852863311768,2.289086103439331
14500,0.01300725620239973,0.03919561207294464,0.045575566589832306,0.07194818556308746,2.2285876274108887,2.3262805938720703
14750,0.026088690385222435,0.11337298154830933,0.032563865184783936,0.011977022513747215,2.3113949298858643,2.146663188934326
15000,0.015105841681361198,0.0110476054251194,0.01639738865196705,0.03895420581102371,2.314178943634033,2.894317150115967
15250,0.01485376711934805,0.014421360567212105,0.028528831899166107,0.036549195647239685,2.7566065788269043,3.2061262130737305
15500,0.018901435658335686,0.02900029346346855,0.027653593569993973,0.023138267919421196,2.396561622619629,1.9991657733917236
15750,0.13127782940864563,0.12478958070278168,0.009775396436452866,0.04896402359008789,2.4659652709960938,3.0015196800231934
16000,0.06312832981348038,0.013343277387320995,0.08991070836782455,0.08650710433721542,1.8311426639556885,2.56195330619812
16250,0.037996821105480194,0.03609507530927658,0.05020442605018616,0.040825825184583664,1.9473142623901367,1.9126746654510498
16500,0.021326111629605293,0.03338680416345596,0.04247026890516281,0.031705696135759354,1.532983660697937,1.6800748109817505
16750,0.03248509392142296,0.04185587540268898,0.020337868481874466,0.08125957101583481,2.805370569229126,3.619736671447754
17000,0.0222316924482584,0.01739070937037468,0.041223570704460144,0.12613561749458313,1.7822051048278809,2.2402868270874023
17250,0.09784575551748276,0.19566942751407623,0.17865070700645447,0.09428878873586655,1.8691375255584717,1.655059814453125
17500,0.06880583614110947,0.008930915966629982,0.03979017585515976,0.011719584465026855,2.2257087230682373,2.074521541595459
17750,0.026285365223884583,0.19397953152656555,0.009684454649686813,0.017827386036515236,1.335223913192749,1.4896711111068726
18000,0.15282641351222992,0.09269802272319794,0.10794700682163239,0.019228391349315643,2.4145877361297607,2.068458080291748
18250,0.008264315314590931,0.06845912337303162,0.020674066618084908,0.021001344546675682,1.5770657062530518,1.7873375415802002
18500,0.010625203140079975,0.07552291452884674,0.10895520448684692,0.05501820147037506,2.641496181488037,2.023136615753174
18750,0.06453077495098114,0.00935900118201971,0.09719385206699371,0.022612513974308968,2.1348772048950195,2.446514129638672
19000,0.07225088775157928,0.05832695588469505,0.016831140965223312,0.017041398212313652,2.416254997253418,2.533346176147461
19250,0.03359130769968033,0.010787761770188808,0.011110249906778336,0.01363564282655716,2.4409842491149902,2.501669406890869
19500,0.029534175992012024,0.012385517358779907,0.09538722038269043,0.029730815440416336,2.284003257751465,2.4608206748962402
19750,0.16148942708969116,0.12340851873159409,0.10607421398162842,0.030269602313637733,2.047438621520996,2.1071043014526367
20000,0.027710292488336563,0.09955256432294846,0.1114337369799614,0.13096150755882263,1.2236340045928955,1.4705274105072021
20250,0.12812106311321259,0.03605271503329277,0.04147208482027054,0.0478772334754467,2.0774757862091064,2.9565844535827637
20500,0.035252563655376434,0.012821434065699577,0.04913590848445892,0.058714788407087326,1.8520092964172363,2.2070720195770264
20750,0.00952539499849081,0.019586656242609024,0.13593298196792603,0.04950099438428879,1.8795274496078491,1.7795333862304688
21000,0.0178743377327919,0.012046722695231438,0.02116820588707924,0.08769400417804718,2.268679141998291,2.994640350341797
21250,0.009336709976196289,0.043909210711717606,0.02491607330739498,0.05592327192425728,2.2205915451049805,2.7183785438537598
21500,0.04068461060523987,0.019503885880112648,0.10802721977233887,0.026078946888446808,2.1823313236236572,2.701906204223633
21750,0.10721748322248459,0.018584176898002625,0.04939713329076767,0.035819604992866516,2.002880096435547,1.9300611019134521
22000,0.008880204521119595,0.08648068457841873,0.0394902341067791,0.10526257753372192,1.7426459789276123,1.7070324420928955
22250,0.025766953825950623,0.034347668290138245,0.012284528464078903,0.13624802231788635,1.8291590213775635,2.1042659282684326
22500,0.04305632784962654,0.013111060485243797,0.05371096357703209,0.0162015650421381,2.1682915687561035,2.083568811416626
22750,0.24189230799674988,0.144131138920784,0.0533568449318409,0.050795506685972214,2.8215789794921875,3.39689564704895
23000,0.007872366346418858,0.021676080301404,0.17333030700683594,0.08095869421958923,1.5746265649795532,1.8903640508651733
23250,0.00810212828218937,0.017747286707162857,0.015395892783999443,0.01684129796922207,1.8577346801757812,2.989932060241699
23500,0.21068595349788666,0.13065481185913086,0.0205821692943573,0.04457809776067734,2.4705910682678223,2.5763955116271973
23750,0.021197021007537842,0.012286913581192493,0.029207868501544,0.02501733973622322,1.9193470478057861,2.5657265186309814
24000,0.015061283484101295,0.008625613525509834,0.00630256487056613,0.02926991693675518,1.6139390468597412,1.470459222793579
24250,0.027393763884902,0.11962375044822693,0.01680056005716324,0.016937490552663803,1.4393236637115479,1.4370089769363403
24500,0.01076759584248066,0.017478175461292267,0.07430781424045563,0.10224902629852295,2.5798635482788086,2.2074012756347656
24750,0.06299291551113129,0.08181308954954147,0.016396859660744667,0.010837424546480179,1.6434316635131836,1.666029453277588
25000,0.016708239912986755,0.016214195638895035,0.0435485914349556,0.03349359706044197,1.7510175704956055,1.9947254657745361
25250,0.014938989654183388,0.12743470072746277,0.009772746823728085,0.019771847873926163,1.7050633430480957,1.425241470336914
25500,0.00888306275010109,0.022514553740620613,0.011875240132212639,0.12742803990840912,1.4090461730957031,2.391984224319458
25750,0.13706634938716888,0.14249885082244873,0.15255162119865417,0.06483142077922821,2.1697850227355957,2.3094654083251953
26000,0.03663935884833336,0.08043728023767471,0.04849497973918915,0.07111836224794388,1.914783000946045,1.835448980331421
26250,0.048135317862033844,0.06947734206914902,0.007851144298911095,0.005163779482245445,1.5931663513183594,1.8511574268341064
26500,0.0234188474714756,0.02128802053630352,0.03951278328895569,0.03450730815529823,2.316253185272217,2.99344801902771
26750,0.03254605457186699,0.055963270366191864,0.21115362644195557,0.09026739746332169,1.3243920803070068,1.233923077583313
27000,0.04511292278766632,0.5058337450027466,0.011922025121748447,0.046300459653139114,2.0119776725769043,2.1251449584960938
27250,0.0480382926762104,0.12278486788272858,0.04319089278578758,0.018033688887953758,1.3903563022613525,1.927629828453064
27500,0.037596795707941055,0.044404104351997375,0.008944680914282799,0.01568814553320408,2.4728119373321533,2.347378969192505
27750,0.18477514386177063,0.041671257466077805,0.019386421889066696,0.048617567867040634,2.174771308898926,2.1313729286193848
